epoch,time_sec,loss_total,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg
1,1652.89,0.22535707862798843,0.03763296395862629,0.07726682730445046,0.10674778224192849,0.001756165036872975,0.0019533402186050442
