epoch,time_sec,loss_total,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg
1,7.71,1.120381187647581,0.21623311517760158,0.23598558036610484,0.6267518461681902,0.03514424632885493,0.006266371230594814
