epoch,time_sec,train_loss,train_fg_dice,train_center_mse,val_loss,val_fg_dice,val_center_mse
1,5.3,1.3588605046272277,0.008516823733225464,0.22903576493263245,1.5099973797798156,0.13750000077728355,0.24709599167108537
