epoch,time_sec,loss_total,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg
1,1.63,3.1999162435531616,0.5877082049846649,0.8472369909286499,1.6604686379432678,0.08012510603293777,0.02437726780772209
