epoch,time_sec,loss_total,loss_classifier,loss_box_reg,loss_mask,loss_objectness,loss_rpn_box_reg
1,2.21,1.9799427390098572,0.9269188046455383,0.5281940400600433,0.39053507149219513,0.08646587282419205,0.04782894067466259
