epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,33.9992,1.20779,2.93332,0.97844,0.01709,0.98213,0.16817,0.06612,1.04669,3.17843,0.91642,0.0004,0.0004,0.0004
